pair_id,source,tier,repair_author,project_slug,project_url,module_path,test_class,test_method,fq_test,before_sha,before_sha_reachable,after_type,after_ref,source_category,idoft_status,flakebench_label,flakebench_category,label_confidence,label_candidates,mapping_note,build_env,java_version,reproflake_zip,reproflake_url,reproflake_fixed_sha,polluter,in_flakebench,flakebench_existing_label,notes
P0316,idoft,A,developer,apache/cloudstack,https://github.com/apache/cloudstack,plugins/network-elements/opendaylight,org.apache.cloudstack.network.opendaylight.api.test.NeutronNodeAdapterTest,gsonNeutronPortMarshalingTest,org.apache.cloudstack.network.opendaylight.api.test.NeutronNodeAdapterTest.gsonNeutronPortMarshalingTest,64262d943f012c40deac3cd87c67d44fdc727b52,yes,pr,https://github.com/apache/cloudstack/pull/6905,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,cloudstack=plugins+network-elements+opendaylight=adec811,https://zenodo.org/records/18474558/files/cloudstack=plugins+network-elements+opendaylight=adec811.zip,94fd03df1373d1ecae9a4899cc05f2992a3c6e2e,,,,
P0317,idoft,A,developer,apache/cloudstack,https://github.com/apache/cloudstack,plugins/network-elements/opendaylight,org.apache.cloudstack.network.opendaylight.api.test.NeutronPortAdapterTest,gsonNeutronPortMarshalingTest,org.apache.cloudstack.network.opendaylight.api.test.NeutronPortAdapterTest.gsonNeutronPortMarshalingTest,64262d943f012c40deac3cd87c67d44fdc727b52,yes,pr,https://github.com/apache/cloudstack/pull/6905,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,cloudstack=plugins+network-elements+opendaylight=adec811,https://zenodo.org/records/18474558/files/cloudstack=plugins+network-elements+opendaylight=adec811.zip,94fd03df1373d1ecae9a4899cc05f2992a3c6e2e,,,,
P0318,idoft,A,developer,apache/cloudstack,https://github.com/apache/cloudstack,plugins/network-elements/tungsten,org.apache.cloudstack.network.tungsten.service.TungstenApiTest,listTungstenNetworkTest,org.apache.cloudstack.network.tungsten.service.TungstenApiTest.listTungstenNetworkTest,b7835d02d251a50e3cd3a45bc9bae3b14945944f,yes,pr,https://github.com/apache/cloudstack/pull/8232,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,cloudstack=plugins+network-elements+tungsten=df4cd2a,https://zenodo.org/records/18474558/files/cloudstack=plugins+network-elements+tungsten=df4cd2a.zip,96b07d797b73c22b63fac7db3d4f00afa470f36f,,,,
P0319,idoft,A,developer,apache/cloudstack,https://github.com/apache/cloudstack,plugins/network-elements/tungsten,org.apache.cloudstack.network.tungsten.service.TungstenApiTest,listTungstenPolicyTest,org.apache.cloudstack.network.tungsten.service.TungstenApiTest.listTungstenPolicyTest,b7835d02d251a50e3cd3a45bc9bae3b14945944f,yes,pr,https://github.com/apache/cloudstack/pull/8232,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,cloudstack=plugins+network-elements+tungsten=df4cd2a,https://zenodo.org/records/18474558/files/cloudstack=plugins+network-elements+tungsten=df4cd2a.zip,96b07d797b73c22b63fac7db3d4f00afa470f36f,,,,
P0320,idoft,A,developer,apache/cloudstack,https://github.com/apache/cloudstack,utils,org.apache.cloudstack.utils.mailing.SMTPMailSenderTest,setMailRecipientsTest,org.apache.cloudstack.utils.mailing.SMTPMailSenderTest.setMailRecipientsTest,64262d943f012c40deac3cd87c67d44fdc727b52,yes,pr,https://github.com/apache/cloudstack/pull/6875,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,cloudstack=utils=4c5a2ba,https://zenodo.org/records/18474558/files/cloudstack=utils=4c5a2ba.zip,5b09340420eea3de455c09f3f5d6d0093b641c7d,,,,
P0321,idoft,A,developer,apache/cloudstack,https://github.com/apache/cloudstack,utils,org.apache.cloudstack.utils.reflectiontostringbuilderutils.ReflectionToStringBuilderUtilsTest,validateGetNonSelectedFieldsObjectIsACollectionAndValidSelectedFieldsMustReturnNonSelectedFields,org.apache.cloudstack.utils.reflectiontostringbuilderutils.ReflectionToStringBuilderUtilsTest.validateGetNonSelectedFieldsObjectIsACollectionAndValidSelectedFieldsMustReturnNonSelectedFields,64262d943f012c40deac3cd87c67d44fdc727b52,yes,pr,https://github.com/apache/cloudstack/pull/6875,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,cloudstack=utils=4c5a2ba,https://zenodo.org/records/18474558/files/cloudstack=utils=4c5a2ba.zip,5b09340420eea3de455c09f3f5d6d0093b641c7d,,,,
P0322,idoft,A,developer,apache/cloudstack,https://github.com/apache/cloudstack,utils,org.apache.cloudstack.utils.reflectiontostringbuilderutils.ReflectionToStringBuilderUtilsTest,validateGetNonSelectedFieldsObjectIsNotACollectionAndValidSelectedFieldsMustReturnNonSelectedFields,org.apache.cloudstack.utils.reflectiontostringbuilderutils.ReflectionToStringBuilderUtilsTest.validateGetNonSelectedFieldsObjectIsNotACollectionAndValidSelectedFieldsMustReturnNonSelectedFields,64262d943f012c40deac3cd87c67d44fdc727b52,yes,pr,https://github.com/apache/cloudstack/pull/6875,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,cloudstack=utils=4c5a2ba,https://zenodo.org/records/18474558/files/cloudstack=utils=4c5a2ba.zip,5b09340420eea3de455c09f3f5d6d0093b641c7d,,,,
P0323,idoft,A,developer,apache/cloudstack,https://github.com/apache/cloudstack,api,rg.apache.cloudstack.api.command.test.ResetVMUserDataCmdTest,testUserdataDetails,rg.apache.cloudstack.api.command.test.ResetVMUserDataCmdTest.testUserdataDetails,47a5acd8529104a9b40b5bcf3317e789ac66966f,yes,pr,https://github.com/apache/cloudstack/pull/6967,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P0324,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.bag.CollectionBagTest,testCollectionToArray2,org.apache.commons.collections4.bag.CollectionBagTest.testCollectionToArray2,371313a2e4d1da5e0776419ce94bb8b644158a20,yes,pr,https://github.com/apache/commons-collections/pull/341,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,8,commons-collections=.=917cdf1,https://zenodo.org/records/18474558/files/commons-collections=.=917cdf1.zip,28c74518bc13bf6ddaad6fb24911cf3deb361521,,,,https://issues.apache.org/jira/browse/COLLECTIONS-804
P0325,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.bag.HashBagTest,testCollectionToArray2,org.apache.commons.collections4.bag.HashBagTest.testCollectionToArray2,371313a2e4d1da5e0776419ce94bb8b644158a20,yes,pr,https://github.com/apache/commons-collections/pull/341,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,https://issues.apache.org/jira/browse/COLLECTIONS-804
P0326,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.bag.PredicatedBagTest,testCollectionToArray2,org.apache.commons.collections4.bag.PredicatedBagTest.testCollectionToArray2,371313a2e4d1da5e0776419ce94bb8b644158a20,yes,pr,https://github.com/apache/commons-collections/pull/341,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,https://issues.apache.org/jira/browse/COLLECTIONS-804
P0327,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.bag.SynchronizedBagTest,testCollectionToArray2,org.apache.commons.collections4.bag.SynchronizedBagTest.testCollectionToArray2,371313a2e4d1da5e0776419ce94bb8b644158a20,yes,pr,https://github.com/apache/commons-collections/pull/336,ID,InspiredAFix,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,https://issues.apache.org/jira/browse/COLLECTIONS-804
P0328,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.bag.TransformedBagTest,testCollectionToArray2,org.apache.commons.collections4.bag.TransformedBagTest.testCollectionToArray2,371313a2e4d1da5e0776419ce94bb8b644158a20,yes,pr,https://github.com/apache/commons-collections/pull/341,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,https://issues.apache.org/jira/browse/COLLECTIONS-804
P0329,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.bag.UnmodifiableBagTest,testCollectionToArray2,org.apache.commons.collections4.bag.UnmodifiableBagTest.testCollectionToArray2,371313a2e4d1da5e0776419ce94bb8b644158a20,yes,pr,https://github.com/apache/commons-collections/pull/341,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,https://issues.apache.org/jira/browse/COLLECTIONS-804
P0330,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.bidimap.DualHashBidiMapTest,testBidiKeySetValuesOrder,org.apache.commons.collections4.bidimap.DualHashBidiMapTest.testBidiKeySetValuesOrder,371313a2e4d1da5e0776419ce94bb8b644158a20,yes,pr,https://github.com/apache/commons-collections/pull/353,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,8,commons-collections=.=9582007,https://zenodo.org/records/18474558/files/commons-collections=.=9582007.zip,14d7d98e7e3c993ac2e0f8b32ccc3789eb7ecc14,,,,
P0331,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.bidimap.DualHashBidiMapTest,testCollectionToArray2,org.apache.commons.collections4.bidimap.DualHashBidiMapTest.testCollectionToArray2,371313a2e4d1da5e0776419ce94bb8b644158a20,yes,pr,https://github.com/apache/commons-collections/pull/341,ID,InspiredAFix,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,https://issues.apache.org/jira/browse/COLLECTIONS-804
P0332,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.bidimap.UnmodifiableBidiMapTest,testBidiKeySetValuesOrder,org.apache.commons.collections4.bidimap.UnmodifiableBidiMapTest.testBidiKeySetValuesOrder,371313a2e4d1da5e0776419ce94bb8b644158a20,yes,pr,https://github.com/apache/commons-collections/pull/353,ID,DeveloperFixed,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,https://issues.apache.org/jira/browse/COLLECTIONS-836
P0333,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.bidimap.UnmodifiableBidiMapTest,testCollectionToArray2,org.apache.commons.collections4.bidimap.UnmodifiableBidiMapTest.testCollectionToArray2,371313a2e4d1da5e0776419ce94bb8b644158a20,yes,pr,https://github.com/apache/commons-collections/pull/341,ID,InspiredAFix,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,https://issues.apache.org/jira/browse/COLLECTIONS-804
P0334,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.CollectionUtilsTest,get,org.apache.commons.collections4.CollectionUtilsTest.get,371313a2e4d1da5e0776419ce94bb8b644158a20,yes,pr,https://github.com/apache/commons-collections/pull/360,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,8,commons-collections=.=d4a5f9f,https://zenodo.org/records/18474558/files/commons-collections=.=d4a5f9f.zip,37cd2d8dc1ed51a562ccc46f8520b8a9f08226ac,,,,
P0335,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.CollectionUtilsTest,getFromMap,org.apache.commons.collections4.CollectionUtilsTest.getFromMap,81e3a7ec0492148724da4512fcefcb47ba82894a,yes,pr,https://github.com/apache/commons-collections/pull/200,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,8,commons-collections=.=242918e,https://zenodo.org/records/18474558/files/commons-collections=.=242918e.zip,2f18447ed598383bac5475ec3936c33ea36a3abb,,,,
P0336,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.map.Flat3MapTest,testEntrySet,org.apache.commons.collections4.map.Flat3MapTest.testEntrySet,81e3a7ec0492148724da4512fcefcb47ba82894a,yes,pr,https://github.com/apache/commons-collections/pull/189,ID,DeveloperFixed,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P0337,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.map.PassiveExpiringMapTest,testCollectionToArray2,org.apache.commons.collections4.map.PassiveExpiringMapTest.testCollectionToArray2,371313a2e4d1da5e0776419ce94bb8b644158a20,yes,pr,https://github.com/apache/commons-collections/pull/341,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,https://issues.apache.org/jira/browse/COLLECTIONS-804
P0338,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.multimap.ArrayListValuedHashMapTest,testCollectionToArray2,org.apache.commons.collections4.multimap.ArrayListValuedHashMapTest.testCollectionToArray2,371313a2e4d1da5e0776419ce94bb8b644158a20,yes,pr,https://github.com/apache/commons-collections/pull/341,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,https://issues.apache.org/jira/browse/COLLECTIONS-804
P0339,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.multimap.HashSetValuedHashMapTest,testCollectionToArray2,org.apache.commons.collections4.multimap.HashSetValuedHashMapTest.testCollectionToArray2,371313a2e4d1da5e0776419ce94bb8b644158a20,yes,pr,https://github.com/apache/commons-collections/pull/341,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,https://issues.apache.org/jira/browse/COLLECTIONS-804
P0340,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.multimap.TransformedMultiValuedMapTest,testCollectionToArray2,org.apache.commons.collections4.multimap.TransformedMultiValuedMapTest.testCollectionToArray2,371313a2e4d1da5e0776419ce94bb8b644158a20,yes,pr,https://github.com/apache/commons-collections/pull/341,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,https://issues.apache.org/jira/browse/COLLECTIONS-804
P0341,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.multimap.UnmodifiableMultiValuedMapTest,testCollectionToArray2,org.apache.commons.collections4.multimap.UnmodifiableMultiValuedMapTest.testCollectionToArray2,371313a2e4d1da5e0776419ce94bb8b644158a20,yes,pr,https://github.com/apache/commons-collections/pull/341,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,https://issues.apache.org/jira/browse/COLLECTIONS-804
P0342,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.multimap.UnmodifiableMultiValuedMapTest,testRemoveException,org.apache.commons.collections4.multimap.UnmodifiableMultiValuedMapTest.testRemoveException,81e3a7ec0492148724da4512fcefcb47ba82894a,yes,pr,https://github.com/apache/commons-collections/pull/190,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P0343,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.multimap.UnmodifiableMultiValuedMapTest,testRemoveMappingException,org.apache.commons.collections4.multimap.UnmodifiableMultiValuedMapTest.testRemoveMappingException,81e3a7ec0492148724da4512fcefcb47ba82894a,yes,pr,https://github.com/apache/commons-collections/pull/190,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,
P0344,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.multiset.HashMultiSetTest,testCollectionToArray2,org.apache.commons.collections4.multiset.HashMultiSetTest.testCollectionToArray2,371313a2e4d1da5e0776419ce94bb8b644158a20,yes,pr,https://github.com/apache/commons-collections/pull/341,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,https://issues.apache.org/jira/browse/COLLECTIONS-804
P0345,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.multiset.PredicatedMultiSetTest,testCollectionToArray2,org.apache.commons.collections4.multiset.PredicatedMultiSetTest.testCollectionToArray2,371313a2e4d1da5e0776419ce94bb8b644158a20,yes,pr,https://github.com/apache/commons-collections/pull/341,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,https://issues.apache.org/jira/browse/COLLECTIONS-804
P0346,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.multiset.SynchronizedMultiSetTest,testCollectionToArray2,org.apache.commons.collections4.multiset.SynchronizedMultiSetTest.testCollectionToArray2,371313a2e4d1da5e0776419ce94bb8b644158a20,yes,pr,https://github.com/apache/commons-collections/pull/341,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,https://issues.apache.org/jira/browse/COLLECTIONS-804
P0347,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.multiset.UnmodifiableMultiSetTest,testCollectionToArray2,org.apache.commons.collections4.multiset.UnmodifiableMultiSetTest.testCollectionToArray2,371313a2e4d1da5e0776419ce94bb8b644158a20,yes,pr,https://github.com/apache/commons-collections/pull/341,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,https://issues.apache.org/jira/browse/COLLECTIONS-804
P0348,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.set.CompositeSetTest,testCollectionToArray2,org.apache.commons.collections4.set.CompositeSetTest.testCollectionToArray2,371313a2e4d1da5e0776419ce94bb8b644158a20,yes,pr,https://github.com/apache/commons-collections/pull/341,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,8,commons-collections=.=917cdf1,https://zenodo.org/records/18474558/files/commons-collections=.=917cdf1.zip,28c74518bc13bf6ddaad6fb24911cf3deb361521,,,,https://issues.apache.org/jira/browse/COLLECTIONS-804
P0349,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.set.PredicatedSetTest,testCollectionToArray2,org.apache.commons.collections4.set.PredicatedSetTest.testCollectionToArray2,371313a2e4d1da5e0776419ce94bb8b644158a20,yes,pr,https://github.com/apache/commons-collections/pull/341,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,8,commons-collections=.=917cdf1,https://zenodo.org/records/18474558/files/commons-collections=.=917cdf1.zip,28c74518bc13bf6ddaad6fb24911cf3deb361521,,,,https://issues.apache.org/jira/browse/COLLECTIONS-804
P0350,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.set.TransformedSetTest,testCollectionToArray2,org.apache.commons.collections4.set.TransformedSetTest.testCollectionToArray2,371313a2e4d1da5e0776419ce94bb8b644158a20,yes,pr,https://github.com/apache/commons-collections/pull/341,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,8,commons-collections=.=917cdf1,https://zenodo.org/records/18474558/files/commons-collections=.=917cdf1.zip,28c74518bc13bf6ddaad6fb24911cf3deb361521,,,,https://issues.apache.org/jira/browse/COLLECTIONS-804
P0351,idoft,A,developer,apache/commons-collections,https://github.com/apache/commons-collections,.,org.apache.commons.collections4.set.UnmodifiableSetTest,testCollectionToArray2,org.apache.commons.collections4.set.UnmodifiableSetTest.testCollectionToArray2,371313a2e4d1da5e0776419ce94bb8b644158a20,yes,pr,https://github.com/apache/commons-collections/pull/341,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,8,commons-collections=.=917cdf1,https://zenodo.org/records/18474558/files/commons-collections=.=917cdf1.zip,28c74518bc13bf6ddaad6fb24911cf3deb361521,,,,https://issues.apache.org/jira/browse/COLLECTIONS-804
P0352,idoft,A,developer,apache/commons-lang,https://github.com/apache/commons-lang,.,org.apache.commons.lang3.builder.HashCodeBuilderTest,testReflectionHashCodeExcludeFields,org.apache.commons.lang3.builder.HashCodeBuilderTest.testReflectionHashCodeExcludeFields,7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb,yes,pr,https://github.com/apache/commons-lang/pull/480,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,8,commons-lang=.=1163e17,https://zenodo.org/records/18474558/files/commons-lang=.=1163e17.zip,bc8a3b9d8428bfcdfbce67e9010cf0aa27e6c8a6,,,,
P0353,idoft,A,developer,apache/commons-lang,https://github.com/apache/commons-lang,.,org.apache.commons.lang3.builder.HashCodeBuilderTest,testReflectionHierarchyHashCode,org.apache.commons.lang3.builder.HashCodeBuilderTest.testReflectionHierarchyHashCode,7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb,yes,pr,https://github.com/apache/commons-lang/pull/480,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,8,commons-lang=.=1163e17,https://zenodo.org/records/18474558/files/commons-lang=.=1163e17.zip,bc8a3b9d8428bfcdfbce67e9010cf0aa27e6c8a6,,,,
P0354,idoft,A,developer,apache/commons-lang,https://github.com/apache/commons-lang,.,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest,boolArray,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.boolArray,7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb,yes,pr,https://github.com/apache/commons-lang/pull/481,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,8,commons-lang=.=182b250,https://zenodo.org/records/18474558/files/commons-lang=.=182b250.zip,1dabf262c90d76958175e98f7ac9d0189fd7fbf2,,,,
P0355,idoft,A,developer,apache/commons-lang,https://github.com/apache/commons-lang,.,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest,charArray,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.charArray,7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb,yes,pr,https://github.com/apache/commons-lang/pull/481,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,8,commons-lang=.=182b250,https://zenodo.org/records/18474558/files/commons-lang=.=182b250.zip,1dabf262c90d76958175e98f7ac9d0189fd7fbf2,,,,
P0356,idoft,A,developer,apache/commons-lang,https://github.com/apache/commons-lang,.,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest,doubleArray,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.doubleArray,7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb,yes,pr,https://github.com/apache/commons-lang/pull/481,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,8,commons-lang=.=182b250,https://zenodo.org/records/18474558/files/commons-lang=.=182b250.zip,1dabf262c90d76958175e98f7ac9d0189fd7fbf2,,,,
P0357,idoft,A,developer,apache/commons-lang,https://github.com/apache/commons-lang,.,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest,intArray,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.intArray,7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb,yes,pr,https://github.com/apache/commons-lang/pull/481,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,8,commons-lang=.=182b250,https://zenodo.org/records/18474558/files/commons-lang=.=182b250.zip,1dabf262c90d76958175e98f7ac9d0189fd7fbf2,,,,
P0358,idoft,A,developer,apache/commons-lang,https://github.com/apache/commons-lang,.,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest,longArray,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.longArray,7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb,yes,pr,https://github.com/apache/commons-lang/pull/481,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,8,commons-lang=.=182b250,https://zenodo.org/records/18474558/files/commons-lang=.=182b250.zip,1dabf262c90d76958175e98f7ac9d0189fd7fbf2,,,,
P0359,idoft,A,developer,apache/commons-lang,https://github.com/apache/commons-lang,.,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest,nestedAndArray,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.nestedAndArray,7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb,yes,pr,https://github.com/apache/commons-lang/pull/481,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,8,commons-lang=.=182b250,https://zenodo.org/records/18474558/files/commons-lang=.=182b250.zip,1dabf262c90d76958175e98f7ac9d0189fd7fbf2,,,,
P0360,idoft,A,developer,apache/commons-lang,https://github.com/apache/commons-lang,.,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest,nestedElements,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.nestedElements,7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb,yes,pr,https://github.com/apache/commons-lang/pull/481,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,8,commons-lang=.=182b250,https://zenodo.org/records/18474558/files/commons-lang=.=182b250.zip,1dabf262c90d76958175e98f7ac9d0189fd7fbf2,,,,
P0361,idoft,A,developer,apache/commons-lang,https://github.com/apache/commons-lang,.,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest,noArray,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.noArray,7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb,yes,pr,https://github.com/apache/commons-lang/pull/481,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,8,commons-lang=.=182b250,https://zenodo.org/records/18474558/files/commons-lang=.=182b250.zip,1dabf262c90d76958175e98f7ac9d0189fd7fbf2,,,,
P0362,idoft,A,developer,apache/commons-lang,https://github.com/apache/commons-lang,.,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest,simpleObject,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.simpleObject,7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb,yes,pr,https://github.com/apache/commons-lang/pull/481,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,8,commons-lang=.=182b250,https://zenodo.org/records/18474558/files/commons-lang=.=182b250.zip,1dabf262c90d76958175e98f7ac9d0189fd7fbf2,,,,
P0363,idoft,A,developer,apache/commons-lang,https://github.com/apache/commons-lang,.,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest,stringArray,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyleTest.stringArray,7c32e527651a8a235d1b78b2f5d3f53d5e9bb6cb,yes,pr,https://github.com/apache/commons-lang/pull/481,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,8,commons-lang=.=182b250,https://zenodo.org/records/18474558/files/commons-lang=.=182b250.zip,1dabf262c90d76958175e98f7ac9d0189fd7fbf2,,,,
