pair_id,source,tier,repair_author,project_slug,project_url,module_path,test_class,test_method,fq_test,before_sha,before_sha_reachable,after_type,after_ref,source_category,idoft_status,flakebench_label,flakebench_category,label_confidence,label_candidates,mapping_note,build_env,java_version,reproflake_zip,reproflake_url,reproflake_fixed_sha,polluter,in_flakebench,flakebench_existing_label,notes,merge_commit_sha,merge_parent_sha,merge_kind,minimal_pair,pr_merged,pr_merged_at,pr_commits,pr_changed_files,pr_touch,pr_files_java_main,pr_files_java_test
P0282,idoft,A,developer,apache/archiva,https://github.com/apache/archiva,archiva-modules/archiva-base/archiva-repository-layer,org.apache.archiva.repository.base.managed.BasicManagedRepositoryValidatorTest,applyWithNullObject,org.apache.archiva.repository.base.managed.BasicManagedRepositoryValidatorTest.applyWithNullObject,292dbe1bb4323dd299d36b78f37d9c1d55c889f8,yes,pr,https://github.com/apache/archiva/pull/82,OD,Accepted,test order dependency,4,high,,,none,,,,,,,,RepoArchived,c3d53dac903ce7eb32aab35d93741e6a20fbaba2,c057c3ef1deb0d299bd1ed2141ac9e4c49eb0619,squash_or_rebase,no,true,2022-04-21T23:37:59Z,4,1,test_only,0,1
P0283,idoft,A,developer,apache/archiva,https://github.com/apache/archiva,archiva-modules/archiva-base/archiva-repository-layer,org.apache.archiva.repository.base.managed.BasicManagedRepositoryValidatorTest,getFlavour,org.apache.archiva.repository.base.managed.BasicManagedRepositoryValidatorTest.getFlavour,292dbe1bb4323dd299d36b78f37d9c1d55c889f8,yes,pr,https://github.com/apache/archiva/pull/82,OD,Accepted,test order dependency,4,high,,,none,,,,,,,,RepoArchived,c3d53dac903ce7eb32aab35d93741e6a20fbaba2,c057c3ef1deb0d299bd1ed2141ac9e4c49eb0619,squash_or_rebase,no,true,2022-04-21T23:37:59Z,4,1,test_only,0,1
P0284,idoft,A,developer,apache/archiva,https://github.com/apache/archiva,archiva-modules/archiva-base/archiva-repository-layer,org.apache.archiva.repository.base.managed.BasicManagedRepositoryValidatorTest,isFlavour,org.apache.archiva.repository.base.managed.BasicManagedRepositoryValidatorTest.isFlavour,292dbe1bb4323dd299d36b78f37d9c1d55c889f8,yes,pr,https://github.com/apache/archiva/pull/82,OD,Accepted,test order dependency,4,high,,,none,,,,,,,,RepoArchived,c3d53dac903ce7eb32aab35d93741e6a20fbaba2,c057c3ef1deb0d299bd1ed2141ac9e4c49eb0619,squash_or_rebase,no,true,2022-04-21T23:37:59Z,4,1,test_only,0,1
P0285,idoft,A,developer,apache/avro,https://github.com/apache/avro,lang/java/avro,org.apache.avro.reflect.TestReflect,testAvroDoc,org.apache.avro.reflect.TestReflect.testAvroDoc,bfbd2d115aec576545b0673e876a652806b41986,yes,pr,https://github.com/apache/avro/pull/667,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,avro=lang+java+avro=7fd098a,https://zenodo.org/records/18474558/files/avro=lang+java+avro=7fd098a.zip,a6a0346b4aae937f8e19e928d7c45f85cde09ba2,,,,,a6a0346b4aae937f8e19e928d7c45f85cde09ba2,7fd098a56064ece218c66ba1d2ad78bd358f6009,squash_or_rebase,yes,true,2020-05-26T17:01:32Z,1,2,both,1,1
P0286,idoft,A,developer,apache/avro,https://github.com/apache/avro,lang/java/avro,org.apache.avro.reflect.TestReflect,testMultipleFieldAliases,org.apache.avro.reflect.TestReflect.testMultipleFieldAliases,bfbd2d115aec576545b0673e876a652806b41986,yes,pr,https://github.com/apache/avro/pull/2015,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,30c4cbfde573100d60f1e27dac26bd4803ca6d31,fa0bb7098083aba41c9aa9d9cf6383eb3e2c2696,squash_or_rebase,no,true,2023-02-18T15:44:42Z,3,1,test_only,0,1
P0287,idoft,A,developer,apache/avro,https://github.com/apache/avro,lang/java/avro,org.apache.avro.reflect.TestReflect,testRecord,org.apache.avro.reflect.TestReflect.testRecord,bfbd2d115aec576545b0673e876a652806b41986,yes,pr,https://github.com/apache/avro/pull/667,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,avro=lang+java+avro=7fd098a,https://zenodo.org/records/18474558/files/avro=lang+java+avro=7fd098a.zip,a6a0346b4aae937f8e19e928d7c45f85cde09ba2,,,,,a6a0346b4aae937f8e19e928d7c45f85cde09ba2,7fd098a56064ece218c66ba1d2ad78bd358f6009,squash_or_rebase,yes,true,2020-05-26T17:01:32Z,1,2,both,1,1
P0288,idoft,A,developer,apache/bookkeeper,https://github.com/apache/bookkeeper,bookkeeper-server,org.apache.bookkeeper.replication.AuditorReplicasCheckTest,testReplicasCheckForBookieHandleNotAvailable,org.apache.bookkeeper.replication.AuditorReplicasCheckTest.testReplicasCheckForBookieHandleNotAvailable,2aa59c74cdd1de13c33a593f6dccc888823c4a83,yes,pr,https://github.com/apache/bookkeeper/pull/3551,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,f8b9e1886d1f6a806150e450cc525933f6c9063f,a9d40822afd48e5e84988e0a41b6140923fb304d,squash_or_rebase,yes,true,2022-11-14T01:24:17Z,1,1,test_only,0,1
P0289,idoft,A,developer,apache/bookkeeper,https://github.com/apache/bookkeeper,bookkeeper-server,org.apache.bookkeeper.replication.AuditorReplicasCheckTest,testReplicasCheckForLedgersFoundHavingLessThanAQReplicasOfAnEntry,org.apache.bookkeeper.replication.AuditorReplicasCheckTest.testReplicasCheckForLedgersFoundHavingLessThanAQReplicasOfAnEntry,2aa59c74cdd1de13c33a593f6dccc888823c4a83,yes,pr,https://github.com/apache/bookkeeper/pull/3551,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,f8b9e1886d1f6a806150e450cc525933f6c9063f,a9d40822afd48e5e84988e0a41b6140923fb304d,squash_or_rebase,yes,true,2022-11-14T01:24:17Z,1,1,test_only,0,1
P0290,idoft,A,developer,apache/bookkeeper,https://github.com/apache/bookkeeper,bookkeeper-server,org.apache.bookkeeper.replication.AuditorReplicasCheckTest,testReplicasCheckForLedgersFoundHavingLessThanWQReplicasOfAnEntry,org.apache.bookkeeper.replication.AuditorReplicasCheckTest.testReplicasCheckForLedgersFoundHavingLessThanWQReplicasOfAnEntry,2aa59c74cdd1de13c33a593f6dccc888823c4a83,yes,pr,https://github.com/apache/bookkeeper/pull/3551,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,f8b9e1886d1f6a806150e450cc525933f6c9063f,a9d40822afd48e5e84988e0a41b6140923fb304d,squash_or_rebase,yes,true,2022-11-14T01:24:17Z,1,1,test_only,0,1
P0291,idoft,A,developer,apache/bookkeeper,https://github.com/apache/bookkeeper,bookkeeper-server,org.apache.bookkeeper.replication.AuditorReplicasCheckTest,testReplicasCheckForLedgersFoundHavingNoReplica,org.apache.bookkeeper.replication.AuditorReplicasCheckTest.testReplicasCheckForLedgersFoundHavingNoReplica,2aa59c74cdd1de13c33a593f6dccc888823c4a83,yes,pr,https://github.com/apache/bookkeeper/pull/3551,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,f8b9e1886d1f6a806150e450cc525933f6c9063f,a9d40822afd48e5e84988e0a41b6140923fb304d,squash_or_rebase,yes,true,2022-11-14T01:24:17Z,1,1,test_only,0,1
P0292,idoft,A,developer,apache/bookkeeper,https://github.com/apache/bookkeeper,bookkeeper-server,org.apache.bookkeeper.replication.AuditorReplicasCheckTest,testReplicasCheckForLedgersWithEmptySegments,org.apache.bookkeeper.replication.AuditorReplicasCheckTest.testReplicasCheckForLedgersWithEmptySegments,2aa59c74cdd1de13c33a593f6dccc888823c4a83,yes,pr,https://github.com/apache/bookkeeper/pull/3551,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,f8b9e1886d1f6a806150e450cc525933f6c9063f,a9d40822afd48e5e84988e0a41b6140923fb304d,squash_or_rebase,yes,true,2022-11-14T01:24:17Z,1,1,test_only,0,1
P0293,idoft,A,developer,apache/bookkeeper,https://github.com/apache/bookkeeper,bookkeeper-server,org.apache.bookkeeper.replication.AutoRecoveryMainTest,testAutoRecoverySessionLoss,org.apache.bookkeeper.replication.AutoRecoveryMainTest.testAutoRecoverySessionLoss,2aa59c74cdd1de13c33a593f6dccc888823c4a83,yes,pr,https://github.com/apache/bookkeeper/commit/cd6ce3e8d513c62b5802094ca93d1b695c0d3611,ID,DeveloperFixed,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,cd6ce3e8d513c62b5802094ca93d1b695c0d3611,ebf716db3128e2a43e923fc60194570fc770a968,direct_commit,yes,true,2021-11-08T11:54:14Z,1,1,test_only,0,1
P0294,idoft,A,developer,apache/bookkeeper,https://github.com/apache/bookkeeper,bookkeeper-slogger/api,org.apache.bookkeeper.slogger.SloggerTest,testMap,org.apache.bookkeeper.slogger.SloggerTest.testMap,1c756ebc35d06b6d1f001ec17a4810398c7e3975,yes,pr,https://github.com/apache/bookkeeper/pull/3702,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,c67dfb973333d7a02730e472216b78b300fe27e7,004dfa86bf9dad829088472f7df838ebd63c63af,squash_or_rebase,yes,true,2022-12-13T02:24:26Z,1,1,test_only,0,1
P0295,idoft,A,developer,apache/camel,https://github.com/apache/camel,components-starter/camel-gson-starter,org.apache.camel.component.gson.GsonFieldNamePolicyTest,testMarshalPojo,org.apache.camel.component.gson.GsonFieldNamePolicyTest.testMarshalPojo,5c1f9e8214b16331e44a5d4142aed1d1b69008a4,yes,pr,https://github.com/apache/camel/pull/8875,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,10321393effee154ed22fc4896fa51c01501b98c,5c1f9e8214b16331e44a5d4142aed1d1b69008a4,squash_or_rebase,no,true,2022-12-09T09:38:35Z,3,3,test_only,0,3
P0296,idoft,A,developer,apache/camel,https://github.com/apache/camel,components-starter/camel-gson-starter,org.apache.camel.component.gson.GsonMarshalExclusionTest,testMarshalAndUnmarshalPojoWithAnotherExclusion,org.apache.camel.component.gson.GsonMarshalExclusionTest.testMarshalAndUnmarshalPojoWithAnotherExclusion,5c1f9e8214b16331e44a5d4142aed1d1b69008a4,yes,pr,https://github.com/apache/camel/pull/8875,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,10321393effee154ed22fc4896fa51c01501b98c,5c1f9e8214b16331e44a5d4142aed1d1b69008a4,squash_or_rebase,no,true,2022-12-09T09:38:35Z,3,3,test_only,0,3
P0297,idoft,A,developer,apache/camel,https://github.com/apache/camel,components-starter/camel-gson-starter,org.apache.camel.component.gson.GsonMarshalExclusionTest,testMarshalAndUnmarshalPojoWithExclusion,org.apache.camel.component.gson.GsonMarshalExclusionTest.testMarshalAndUnmarshalPojoWithExclusion,5c1f9e8214b16331e44a5d4142aed1d1b69008a4,yes,pr,https://github.com/apache/camel/pull/8875,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,10321393effee154ed22fc4896fa51c01501b98c,5c1f9e8214b16331e44a5d4142aed1d1b69008a4,squash_or_rebase,no,true,2022-12-09T09:38:35Z,3,3,test_only,0,3
P0298,idoft,A,developer,apache/camel,https://github.com/apache/camel,components-starter/camel-gson-starter,org.apache.camel.component.gson.SpringGsonFieldNamePolicyTest,testMarshalPojo,org.apache.camel.component.gson.SpringGsonFieldNamePolicyTest.testMarshalPojo,5c1f9e8214b16331e44a5d4142aed1d1b69008a4,yes,pr,https://github.com/apache/camel/pull/8875,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,10321393effee154ed22fc4896fa51c01501b98c,5c1f9e8214b16331e44a5d4142aed1d1b69008a4,squash_or_rebase,no,true,2022-12-09T09:38:35Z,3,3,test_only,0,3
P0299,idoft,A,developer,apache/camel-spring-boot,https://github.com/apache/camel-spring-boot,components-starter/camel-gson-starter,org.apache.camel.component.gson.springboot.GsonFieldNamePolicyTest,testMarshalPojo,org.apache.camel.component.gson.springboot.GsonFieldNamePolicyTest.testMarshalPojo,a0c6a4e8e692d898c140b5d120313e53497fa608,yes,pr,https://github.com/apache/camel-spring-boot/pull/681,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,fcd905334084f4341a7f65ce89e5b4e9b831f245,a0c6a4e8e692d898c140b5d120313e53497fa608,squash_or_rebase,no,true,2022-12-08T05:32:38Z,2,3,test_only,0,3
P0300,idoft,A,developer,apache/camel-spring-boot,https://github.com/apache/camel-spring-boot,components-starter/camel-gson-starter,org.apache.camel.component.gson.springboot.GsonMarshalExclusionTest,testMarshalAndUnmarshalPojoWithAnotherExclusion,org.apache.camel.component.gson.springboot.GsonMarshalExclusionTest.testMarshalAndUnmarshalPojoWithAnotherExclusion,a0c6a4e8e692d898c140b5d120313e53497fa608,yes,pr,https://github.com/apache/camel-spring-boot/pull/681,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,fcd905334084f4341a7f65ce89e5b4e9b831f245,a0c6a4e8e692d898c140b5d120313e53497fa608,squash_or_rebase,no,true,2022-12-08T05:32:38Z,2,3,test_only,0,3
P0301,idoft,A,developer,apache/camel-spring-boot,https://github.com/apache/camel-spring-boot,components-starter/camel-gson-starter,org.apache.camel.component.gson.springboot.GsonMarshalExclusionTest,testMarshalAndUnmarshalPojoWithExclusion,org.apache.camel.component.gson.springboot.GsonMarshalExclusionTest.testMarshalAndUnmarshalPojoWithExclusion,a0c6a4e8e692d898c140b5d120313e53497fa608,yes,pr,https://github.com/apache/camel-spring-boot/pull/682,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,10e5746cfe46c97690a66effa575c3676cf312be,c38b36b45dd345800db743e14ed6d131bfc09b5f,squash_or_rebase,no,true,2022-12-12T06:02:00Z,2,1,test_only,0,1
P0302,idoft,A,developer,apache/camel-spring-boot,https://github.com/apache/camel-spring-boot,components-starter/camel-gson-starter,org.apache.camel.component.gson.springboot.SpringGsonFieldNamePolicyTest,testMarshalPojo,org.apache.camel.component.gson.springboot.SpringGsonFieldNamePolicyTest.testMarshalPojo,a0c6a4e8e692d898c140b5d120313e53497fa608,yes,pr,https://github.com/apache/camel-spring-boot/pull/681,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,fcd905334084f4341a7f65ce89e5b4e9b831f245,a0c6a4e8e692d898c140b5d120313e53497fa608,squash_or_rebase,no,true,2022-12-08T05:32:38Z,2,3,test_only,0,3
P0303,idoft,A,developer,apache/causeway,https://github.com/apache/causeway,api/applib,org.apache.causeway.applib.layout.menubars.bootstrap.BSMenuBars_roundtrip_Test,happyCase,org.apache.causeway.applib.layout.menubars.bootstrap.BSMenuBars_roundtrip_Test.happyCase,101f656b845168feb3d6d72c31b55999f261d20f,yes,pr,https://github.com/apache/causeway/pull/2059,ID,InspiredAFix,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,https://github.com/apache/causeway/commit/536317edbf1bd99119b68a294687aca53f9b765f,,,unmerged,no,false,,1,5,test_only,0,4
P0304,idoft,A,developer,apache/causeway,https://github.com/apache/causeway,api/applib,org.apache.causeway.applib.util.schema.CommonDtoUtils_Test,roundtripOnComposites,org.apache.causeway.applib.util.schema.CommonDtoUtils_Test.roundtripOnComposites,101f656b845168feb3d6d72c31b55999f261d20f,yes,pr,https://github.com/apache/causeway/pull/2059,ID,InspiredAFix,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,https://github.com/apache/causeway/commit/536317edbf1bd99119b68a294687aca53f9b765f,,,unmerged,no,false,,1,5,test_only,0,4
P0305,idoft,A,developer,apache/causeway,https://github.com/apache/causeway,core-metamodel,org.apache.causeway.core.metamodel.facets.value.BlobValueSemanticsProviderTest,valueSerializer,org.apache.causeway.core.metamodel.facets.value.BlobValueSemanticsProviderTest.valueSerializer,101f656b845168feb3d6d72c31b55999f261d20f,yes,pr,https://github.com/apache/causeway/pull/2063,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,68d99563e25ef7c9b7f522052d7b70d802ae1d62,536317edbf1bd99119b68a294687aca53f9b765f,merge,yes,true,2023-12-01T06:58:01Z,1,2,test_only,0,2
P0306,idoft,A,developer,apache/causeway,https://github.com/apache/causeway,core-metamodel,org.apache.causeway.core.metamodel.facets.value.ClobValueSemanticsProviderTest,valueSerializer,org.apache.causeway.core.metamodel.facets.value.ClobValueSemanticsProviderTest.valueSerializer,101f656b845168feb3d6d72c31b55999f261d20f,yes,pr,https://github.com/apache/causeway/pull/2063,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,68d99563e25ef7c9b7f522052d7b70d802ae1d62,536317edbf1bd99119b68a294687aca53f9b765f,merge,yes,true,2023-12-01T06:58:01Z,1,2,test_only,0,2
P0307,idoft,A,developer,apache/causeway,https://github.com/apache/causeway,core-metamodel,org.apache.causeway.core.metamodel.services.grid.GridXmlRoundtripTest,happy_case,org.apache.causeway.core.metamodel.services.grid.GridXmlRoundtripTest.happy_case,101f656b845168feb3d6d72c31b55999f261d20f,yes,pr,https://github.com/apache/causeway/pull/2059,ID,InspiredAFix,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,https://github.com/apache/causeway/commit/536317edbf1bd99119b68a294687aca53f9b765f,,,unmerged,no,false,,1,5,test_only,0,4
P0308,idoft,A,developer,apache/causeway,https://github.com/apache/causeway,testing-unittestsupport-applib,org.apache.causeway.testing.unittestsupport.applib.dom.pojo.PojoTester_broken_Test,strict_when_interference_between_properties,org.apache.causeway.testing.unittestsupport.applib.dom.pojo.PojoTester_broken_Test.strict_when_interference_between_properties,101f656b845168feb3d6d72c31b55999f261d20f,yes,pr,https://github.com/apache/causeway/pull/2059,ID,InspiredAFix,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,https://github.com/apache/causeway/commit/536317edbf1bd99119b68a294687aca53f9b765f,,,unmerged,no,false,,1,5,test_only,0,4
P0309,idoft,A,developer,apache/cloudstack,https://github.com/apache/cloudstack,engine/schema,com.cloud.network.as.AutoScaleVmProfileVOTest,testCounterParamsForUpdate,com.cloud.network.as.AutoScaleVmProfileVOTest.testCounterParamsForUpdate,30ca5d1a196f45e43fc585e251591685421a6e23,yes,pr,https://github.com/apache/cloudstack/pull/8238,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,cloudstack=engine+schema=6001772,https://zenodo.org/records/18474558/files/cloudstack=engine+schema=6001772.zip,6eb04a86a6b63ea54eb983e47bee11e7ae22e036,,,,,6eb04a86a6b63ea54eb983e47bee11e7ae22e036,60017723357c5c5d3f81931d2b1be286aa986ad8,squash_or_rebase,yes,true,2023-11-17T08:05:58Z,1,1,test_only,0,1
P0310,idoft,A,developer,apache/cloudstack,https://github.com/apache/cloudstack,engine/schema,com.cloud.network.as.AutoScaleVmProfileVOTest,tstSetOtherDeployParamsForUpdate,com.cloud.network.as.AutoScaleVmProfileVOTest.tstSetOtherDeployParamsForUpdate,30ca5d1a196f45e43fc585e251591685421a6e23,yes,pr,https://github.com/apache/cloudstack/pull/8238,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,cloudstack=engine+schema=6001772,https://zenodo.org/records/18474558/files/cloudstack=engine+schema=6001772.zip,6eb04a86a6b63ea54eb983e47bee11e7ae22e036,,,,,6eb04a86a6b63ea54eb983e47bee11e7ae22e036,60017723357c5c5d3f81931d2b1be286aa986ad8,squash_or_rebase,yes,true,2023-11-17T08:05:58Z,1,1,test_only,0,1
P0311,idoft,A,developer,apache/cloudstack,https://github.com/apache/cloudstack,plugins/network-elements/nicira-nvp,com.cloud.network.nicira.NiciraRestClientTest,testExecuteLiveLockWhenControllerAllowsLoginAndFollowsWithUnauthorizedButDoesNotRediect,com.cloud.network.nicira.NiciraRestClientTest.testExecuteLiveLockWhenControllerAllowsLoginAndFollowsWithUnauthorizedButDoesNotRediect,64262d943f012c40deac3cd87c67d44fdc727b52,yes,pr,https://github.com/apache/cloudstack/pull/8185,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,cloudstack=plugins+network-elements+nicira-nvp=2bb182c,https://zenodo.org/records/18474558/files/cloudstack=plugins+network-elements+nicira-nvp=2bb182c.zip,e9b24b6c3266f14a85f2db86fb5d824539206097,,,,,e9b24b6c3266f14a85f2db86fb5d824539206097,2bb182c3e1eb18f4e4496152aabcea9e1c71ff96,squash_or_rebase,yes,true,2023-11-06T08:53:49Z,1,3,both,2,1
P0312,idoft,A,developer,apache/cloudstack,https://github.com/apache/cloudstack,plugins/network-elements/nicira-nvp,com.cloud.network.nicira.NiciraRestClientTest,testExecuteTwoConsecutiveUnauthorizedExecutions,com.cloud.network.nicira.NiciraRestClientTest.testExecuteTwoConsecutiveUnauthorizedExecutions,64262d943f012c40deac3cd87c67d44fdc727b52,yes,pr,https://github.com/apache/cloudstack/pull/8185,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,cloudstack=plugins+network-elements+nicira-nvp=2bb182c,https://zenodo.org/records/18474558/files/cloudstack=plugins+network-elements+nicira-nvp=2bb182c.zip,e9b24b6c3266f14a85f2db86fb5d824539206097,,,,,e9b24b6c3266f14a85f2db86fb5d824539206097,2bb182c3e1eb18f4e4496152aabcea9e1c71ff96,squash_or_rebase,yes,true,2023-11-06T08:53:49Z,1,3,both,2,1
P0313,idoft,A,developer,apache/cloudstack,https://github.com/apache/cloudstack,plugins/network-elements/nicira-nvp,com.cloud.network.nicira.NiciraRestClientTest,testExecuteUnauthorizedThenSuccess,com.cloud.network.nicira.NiciraRestClientTest.testExecuteUnauthorizedThenSuccess,121531e2c3a71da2514cad986734063cf6a6d7dd,yes,pr,https://github.com/apache/cloudstack/pull/8185,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,cloudstack=plugins+network-elements+nicira-nvp=2bb182c,https://zenodo.org/records/18474558/files/cloudstack=plugins+network-elements+nicira-nvp=2bb182c.zip,e9b24b6c3266f14a85f2db86fb5d824539206097,,,,,e9b24b6c3266f14a85f2db86fb5d824539206097,2bb182c3e1eb18f4e4496152aabcea9e1c71ff96,squash_or_rebase,yes,true,2023-11-06T08:53:49Z,1,3,both,2,1
P0314,idoft,A,developer,apache/cloudstack,https://github.com/apache/cloudstack,server,com.cloud.server.StatsCollectorTest,persistVirtualMachineStatsTestPersistsSuccessfully,com.cloud.server.StatsCollectorTest.persistVirtualMachineStatsTestPersistsSuccessfully,64262d943f012c40deac3cd87c67d44fdc727b52,yes,pr,https://github.com/apache/cloudstack/pull/8183,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,none,,,,,,,,,6afffe1e176d1399c2281c3ab836b6fc0f201595,a7c6599ae2450724d1a5520bf85edbf49e94257a,squash_or_rebase,yes,true,2023-11-03T12:42:34Z,1,1,test_only,0,1
P0315,idoft,A,developer,apache/cloudstack,https://github.com/apache/cloudstack,plugins/network-elements/opendaylight,org.apache.cloudstack.network.opendaylight.api.test.NeutronNetworkAdapterTest,gsonNeutronNetworkMarshalingTest,org.apache.cloudstack.network.opendaylight.api.test.NeutronNetworkAdapterTest.gsonNeutronNetworkMarshalingTest,64262d943f012c40deac3cd87c67d44fdc727b52,yes,pr,https://github.com/apache/cloudstack/pull/6905,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,cloudstack=plugins+network-elements+opendaylight=adec811,https://zenodo.org/records/18474558/files/cloudstack=plugins+network-elements+opendaylight=adec811.zip,94fd03df1373d1ecae9a4899cc05f2992a3c6e2e,,,,,94fd03df1373d1ecae9a4899cc05f2992a3c6e2e,adec8110521b0f93458d411dc689c91fd5a59004,squash_or_rebase,yes,true,2022-11-30T07:53:11Z,1,3,test_only,0,3
P0316,idoft,A,developer,apache/cloudstack,https://github.com/apache/cloudstack,plugins/network-elements/opendaylight,org.apache.cloudstack.network.opendaylight.api.test.NeutronNodeAdapterTest,gsonNeutronPortMarshalingTest,org.apache.cloudstack.network.opendaylight.api.test.NeutronNodeAdapterTest.gsonNeutronPortMarshalingTest,64262d943f012c40deac3cd87c67d44fdc727b52,yes,pr,https://github.com/apache/cloudstack/pull/6905,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,cloudstack=plugins+network-elements+opendaylight=adec811,https://zenodo.org/records/18474558/files/cloudstack=plugins+network-elements+opendaylight=adec811.zip,94fd03df1373d1ecae9a4899cc05f2992a3c6e2e,,,,,94fd03df1373d1ecae9a4899cc05f2992a3c6e2e,adec8110521b0f93458d411dc689c91fd5a59004,squash_or_rebase,yes,true,2022-11-30T07:53:11Z,1,3,test_only,0,3
P0317,idoft,A,developer,apache/cloudstack,https://github.com/apache/cloudstack,plugins/network-elements/opendaylight,org.apache.cloudstack.network.opendaylight.api.test.NeutronPortAdapterTest,gsonNeutronPortMarshalingTest,org.apache.cloudstack.network.opendaylight.api.test.NeutronPortAdapterTest.gsonNeutronPortMarshalingTest,64262d943f012c40deac3cd87c67d44fdc727b52,yes,pr,https://github.com/apache/cloudstack/pull/6905,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,cloudstack=plugins+network-elements+opendaylight=adec811,https://zenodo.org/records/18474558/files/cloudstack=plugins+network-elements+opendaylight=adec811.zip,94fd03df1373d1ecae9a4899cc05f2992a3c6e2e,,,,,94fd03df1373d1ecae9a4899cc05f2992a3c6e2e,adec8110521b0f93458d411dc689c91fd5a59004,squash_or_rebase,yes,true,2022-11-30T07:53:11Z,1,3,test_only,0,3
P0318,idoft,A,developer,apache/cloudstack,https://github.com/apache/cloudstack,plugins/network-elements/tungsten,org.apache.cloudstack.network.tungsten.service.TungstenApiTest,listTungstenNetworkTest,org.apache.cloudstack.network.tungsten.service.TungstenApiTest.listTungstenNetworkTest,b7835d02d251a50e3cd3a45bc9bae3b14945944f,yes,pr,https://github.com/apache/cloudstack/pull/8232,ID,Accepted,unordered collections,3,high,,NonDex-induced iteration order over hash containers or reflection,reproflake,11,cloudstack=plugins+network-elements+tungsten=df4cd2a,https://zenodo.org/records/18474558/files/cloudstack=plugins+network-elements+tungsten=df4cd2a.zip,96b07d797b73c22b63fac7db3d4f00afa470f36f,,,,,96b07d797b73c22b63fac7db3d4f00afa470f36f,df4cd2aae42f7fea114b091ee2830ff263e7aaf7,squash_or_rebase,yes,true,2023-11-14T09:17:32Z,1,1,test_only,0,1
